1998-01-16,JOSZKO BRODA,Anna Maria Jopek,1,9,1,['classic polish pop']
1998-01-16,NIEPOKONANI,Perfect,5,7,2,"['alternative metal', 'alternative rock', 'nu metal', 'rap rock', 'rock', 'supergroup']"
1998-01-16,IF GOD WILL SEND US HIS ANGELS,U2,9,4,3,"['irish rock', 'permanent wave', 'rock']"
1998-01-16,CAŁUJ MNIE,Paweł Kukiz & Piersi,7,8,4,['Other']
1998-01-16,PLEASE,U2,2,16,5,"['irish rock', 'permanent wave', 'rock']"
1998-01-16,KILER,Elektryczne Gitary,6,15,6,"['classic polish pop', 'polish rock', 'sung poetry']"
1998-01-16,"MACIEK, JA TYLKO ŻARTOWAŁEM",Kazik,4,26,7,['polish punk']
1998-01-16,CHŁOPAKI NIE PŁACZĄ,T.Love,8,20,8,"['polish pop', 'polish reggae', 'polish rock']"
1998-01-16,JEST SUPER,T.Love,17,6,9,"['polish pop', 'polish reggae', 'polish rock']"
1998-01-16,THE MEMORY REMAINS,Metallica & Marianne Faithfull,10,11,10,['Other']
1998-01-16,ANYBODY SEEN MY BABY,The Rolling Stones,11,17,11,"['album rock', 'british invasion', 'classic rock', 'rock']"
1998-01-16,N'OUBLIEZ JAMAIS,Joe Cocker,12,17,12,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
1998-01-16,ONLY IF...,Enya,3,9,13,"['celtic', 'middle earth']"
1998-01-16,CONGO,Genesis,14,22,14,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
1998-01-16,PERFECT DAY,Various Artists,15,4,15,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
1998-01-16,TELL HIM,Barbra Streisand & Celine Dion,16,12,16,['Other']
1998-01-16,TOMORROW NEVER DIES,Sheryl Crow,18,6,17,"['lilith', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'rock']"
1998-01-16,PINK,Aerosmith,20,7,18,"['album rock', 'classic rock', 'hard rock', 'rock']"
1998-01-16,ZA DUŻO WIESZ,Justyna Steczkowska,19,17,19,"['polish alternative', 'polish pop']"
1998-01-16,GIVEN TO FLY,Pearl Jam,N,1,20,"['grunge', 'permanent wave', 'rock']"
1998-01-16,IDĘ TAM GDZIE IDĘ,Kazik,N,1,21,['polish punk']
1998-01-16,TORN,Natalie Imbruglia,24,2,22,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']"
1998-01-16,KORA,Harlem,21,4,23,"['garage pop', 'indie garage rock', 'tucson indie']"
