1994-07-01,CRAZY,Aerosmith,2,5,1,"['album rock', 'classic rock', 'hard rock', 'rock']"
1994-07-01,IS IT STRANGE?,Hey,1,11,2,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
1994-07-01,SEN,Edyta Bartosiewicz,10,2,3,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
1994-07-01,I'LL STAND BY YOU,The Pretenders,4,7,4,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']"
1994-07-01,TO NIE JA,Edyta Górniak,3,8,5,['polish pop']
1994-07-01,CRASH! BOOM! BANG!,Roxette,8,3,6,"['europop', 'new wave pop', 'soft rock', 'swedish pop']"
1994-07-01,BABY I LOVE YOUR WAY,Big Mountain,19,3,7,"['reggae', 'reggae fusion']"
1994-07-01,MMM MMM MMM MMM,Crash Test Dummies,5,13,8,"['canadian rock', 'pop rock']"
1994-07-01,I'LL REMEMBER,Madonna,6,7,9,"['dance pop', 'pop']"
1994-07-01,ZANIM ZROZUMIESZ,Varius Manx,7,13,10,['polish pop']
1994-07-01,WITHOUT YOU,Mariah Carey,11,20,11,"['dance pop', 'pop', 'urban contemporary']"
1994-07-01,SŁOŃCE MOJE,Human,9,6,12,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
1994-07-01,DRY COUNTY,Bon Jovi,15,9,13,"['glam metal', 'rock']"
1994-07-01,LOSER,Beck,14,4,14,"['dance pop', 'latin', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
1994-07-01,MR. JONES,Counting Crows,16,4,15,"['alternative rock', 'neo mellow', 'pop rock', 'rock']"
1994-07-01,O LUDZIACH I O ŻYCIU,Marek Jackowski,17,4,16,[]
1994-07-01,PRAYER FOR THE DYING,Seal,22,5,17,['british soul']
1994-07-01,MIASTO JUŻ ŚPI,Mancu,28,2,18,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
1994-07-01,NA NA,Lady Pank,21,5,19,['polish rock']
1994-07-01,ALL APOLOGIES,Nirvana,20,12,20,"['grunge', 'permanent wave', 'rock']"
1994-07-01,STREETS OF PHILADELPHIA,Bruce Springsteen,13,21,21,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']"
1994-07-01,CRAZY MARY,Pearl Jam,12,39,22,"['grunge', 'permanent wave', 'rock']"
1994-07-01,DISARM,The Smashing Pumpkins,23,10,23,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']"
1994-07-01,IF YOU GO,Jon Secada,29,2,24,['soft rock']
1994-07-01,SUMMER IN THE CITY,Joe Cocker,N,1,25,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
1994-07-01,ZIELONO MI,Bajm,N,1,26,"['polish pop', 'polish rock']"
1994-07-01,ALONE AGAIN IN THE LAP OF LUXURY,Marillion,30,2,27,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
1994-07-01,AMAZING,Aerosmith,25,26,28,"['album rock', 'classic rock', 'hard rock', 'rock']"
1994-07-01,DRUNK ON LOVE,Basia,26,13,29,"['smooth jazz', 'sophisti-pop']"
1994-07-01,WHAT DO YOU WANT FROM ME,Pink Floyd,18,6,30,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
1994-07-08,SEN,Edyta Bartosiewicz,3,3,1,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
1994-07-08,CRAZY,Aerosmith,1,6,2,"['album rock', 'classic rock', 'hard rock', 'rock']"
1994-07-08,CRASH! BOOM! BANG!,Roxette,6,4,3,"['europop', 'new wave pop', 'soft rock', 'swedish pop']"
1994-07-08,TO NIE JA,Edyta Górniak,5,9,4,['polish pop']
1994-07-08,I'LL STAND BY YOU,The Pretenders,4,8,5,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']"
1994-07-08,IS IT STRANGE?,Hey,2,12,6,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
1994-07-08,BABY I LOVE YOUR WAY,Big Mountain,7,4,7,"['reggae', 'reggae fusion']"
1994-07-08,ZANIM ZROZUMIESZ,Varius Manx,10,14,8,['polish pop']
1994-07-08,I'LL REMEMBER,Madonna,9,8,9,"['dance pop', 'pop']"
1994-07-08,MR. JONES,Counting Crows,15,5,10,"['alternative rock', 'neo mellow', 'pop rock', 'rock']"
1994-07-08,WITHOUT YOU,Mariah Carey,11,21,11,"['dance pop', 'pop', 'urban contemporary']"
1994-07-08,PRAYER FOR THE DYING,Seal,17,6,12,['british soul']
1994-07-08,O LUDZIACH I O ŻYCIU,Marek Jackowski,16,5,13,[]
1994-07-08,SŁOŃCE MOJE,Human,12,7,14,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
1994-07-08,DRY COUNTY,Bon Jovi,13,10,15,"['glam metal', 'rock']"
1994-07-08,MMM MMM MMM MMM,Crash Test Dummies,8,14,16,"['canadian rock', 'pop rock']"
1994-07-08,LOSER,Beck,14,5,17,"['dance pop', 'latin', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
1994-07-08,MIASTO JUŻ ŚPI,Mancu,18,3,18,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
1994-07-08,SUMMER IN THE CITY,Joe Cocker,25,2,19,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
1994-07-08,ALONE AGAIN IN THE LAP OF LUXURY,Marillion,27,3,20,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
1994-07-08,ZIELONO MI,Bajm,26,2,21,"['polish pop', 'polish rock']"
1994-07-08,JA SOWA,Hey,N,1,22,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
1994-07-08,TEARS OF THE DRAGON,Bruce Dickinson,N,1,23,"['album rock', 'hard rock', 'metal', 'power metal', 'rock']"
1994-07-08,IF YOU GO,Jon Secada,24,3,24,['soft rock']
1994-07-08,NA NA,Lady Pank,19,6,25,['polish rock']
1994-07-08,ALL APOLOGIES,Nirvana,20,13,26,"['grunge', 'permanent wave', 'rock']"
1994-07-08,GDYBY KTOŚ,Skawalker,N,1,27,[]
1994-07-08,DANCING BAREFOOT,U2,N,1,28,"['irish rock', 'permanent wave', 'rock']"
1994-07-08,DWA SŁOŃCA,Ziyo,N,1,29,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
1994-07-08,AMAZING,Aerosmith,28,27,30,"['album rock', 'classic rock', 'hard rock', 'rock']"
1994-07-15,SEN,Edyta Bartosiewicz,1,4,1,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
1994-07-15,JA SOWA,Hey,22,2,2,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
1994-07-15,CRAZY,Aerosmith,2,7,3,"['album rock', 'classic rock', 'hard rock', 'rock']"
1994-07-15,TO NIE JA,Edyta Górniak,4,10,4,['polish pop']
1994-07-15,CRASH! BOOM! BANG!,Roxette,3,5,5,"['europop', 'new wave pop', 'soft rock', 'swedish pop']"
1994-07-15,IS IT STRANGE?,Hey,6,13,6,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
1994-07-15,I'LL STAND BY YOU,The Pretenders,5,9,7,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']"
1994-07-15,ZANIM ZROZUMIESZ,Varius Manx,8,15,8,['polish pop']
1994-07-15,SŁOŃCE MOJE,Human,14,8,9,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
1994-07-15,BABY I LOVE YOUR WAY,Big Mountain,7,5,10,"['reggae', 'reggae fusion']"
1994-07-15,O LUDZIACH I O ŻYCIU,Marek Jackowski,13,6,11,[]
1994-07-15,MMM MMM MMM MMM,Crash Test Dummies,16,15,12,"['canadian rock', 'pop rock']"
1994-07-15,LOSER,Beck,17,6,13,"['dance pop', 'latin', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
1994-07-15,WITHOUT YOU,Mariah Carey,11,22,14,"['dance pop', 'pop', 'urban contemporary']"
1994-07-15,MR. JONES,Counting Crows,10,6,15,"['alternative rock', 'neo mellow', 'pop rock', 'rock']"
1994-07-15,SUMMER IN THE CITY,Joe Cocker,19,3,16,"['blues rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
1994-07-15,ZIELONO MI,Bajm,21,3,17,"['polish pop', 'polish rock']"
1994-07-15,I'LL REMEMBER,Madonna,9,9,18,"['dance pop', 'pop']"
1994-07-15,AMAZING,Aerosmith,30,28,19,"['album rock', 'classic rock', 'hard rock', 'rock']"
1994-07-15,ALL APOLOGIES,Nirvana,26,14,20,"['grunge', 'permanent wave', 'rock']"
1994-07-15,GDYBY KTOŚ,Skawalker,27,2,21,[]
1994-07-15,I SWEAR,All 4 One,N,1,22,"['boy band', 'contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']"
1994-07-15,TEARS OF THE DRAGON,Bruce Dickinson,23,2,23,"['album rock', 'hard rock', 'metal', 'power metal', 'rock']"
1994-07-15,IF YOU GO,Jon Secada,24,4,24,['soft rock']
1994-07-15,JESTEM JAK WIATR,Big Day,N,1,25,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
1994-07-15,DWA SŁOŃCA,Ziyo,29,2,26,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
1994-07-15,DRY COUNTY,Bon Jovi,15,11,27,"['glam metal', 'rock']"
1994-07-15,PRAYER FOR THE DYING,Seal,12,7,28,['british soul']
1994-07-15,MIASTO JUŻ ŚPI,Mancu,18,4,29,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
1994-07-15,ALONE AGAIN IN THE LAP OF LUXURY,Marillion,20,4,30,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
1983-07-09,"DMUCHAWCE, LATAWCE, WIATR",Urszula,3,6,1,"['classic polish pop', 'polish pop', 'polish rock', 'polish synthpop']"
1983-07-09,ARKTYKA,Republika,17,3,2,"['polish post-punk', 'polish rock']"
1983-07-09,MOONLIGHT SHADOW,Mike Oldfield & Maggie Reilly,4,7,3,['Other']
1983-07-09,MNIEJ NIŻ ZERO,Lady Pank,1,9,4,['polish rock']
1983-07-09,ROCK AND ROLL IS KING,Electric Light Orchestra,2,5,5,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
1983-07-09,"KOCHAM CIĘ, KOCHANIE MOJE",Maanam,8,13,6,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
1983-07-09,EVERY BREATH YOU TAKE,The Police,7,7,7,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
1983-07-09,JULIET,Robin Gibb,6,7,8,"['classic uk pop', 'italian disco', 'soft rock']"
1983-07-09,BLUE MONDAY,New Order,10,6,9,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']"
1983-07-09,NEVER AGAIN,Classix Nouveaux,9,8,10,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
1983-07-09,SZKLANA POGODA,Lombard,N,1,11,['corridos clasicos']
1983-07-09,ZNAK RÓWNOŚCI,Republika,5,9,12,"['polish post-punk', 'polish rock']"
1983-07-09,Z DNIA NA DZIEŃ,Oddział Zamknięty,N,1,13,['polish punk']
1983-07-09,CHINA GIRL,David Bowie,13,6,14,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
1983-07-09,BABY JANE,Rod Stewart,11,5,14,"['mellow gold', 'soft rock']"
1983-07-09,NOBODY'S DIARY,Yazoo,N,1,15,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
1983-07-09,SUAHILI,Mech,20,3,16,"['deconstructed club', 'escape room', 'grimewave']"
1983-07-09,KIEDY BĘDĘ STARĄ KOBIETĄ,Martyna Jakubowicz,19,4,17,"['classic polish pop', 'poezja spiewana', 'polish blues']"
1983-07-09,CAVALCADO,Ryszard Sygitowicz,12,5,18,[]
1983-07-09,THE WOMAN IN YOU,Bee Gees,N,1,19,"['disco', 'mellow gold', 'soft rock']"
1983-07-09,SEN O DOLINIE,Budka Suflera & Krzysztof Cugowski,N,1,20,['Other']
1983-07-09,W OCZEKIWANIU NA NIKOGO,RSC,26,0,21,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1983-07-09,FLASH DANCE... WHAT A FEELING,Irene Cara,30,0,22,"['disco', 'new romantic', 'new wave pop', 'soft rock']"
1983-07-09,SECRET MESSAGES,Electric Light Orchestra,N,0,23,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
1983-07-09,OSTATNIA LEKCJA,Casus,30,0,24,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
1983-07-09,FAŁSZYWY KROK,LSD,28,0,25,[]
1983-07-09,HOTEL GRAND,Elżbieta Mielczarek,24,0,26,['polish blues']
1983-07-09,STAND BACK,Stevie Nicks,N,0,27,"['album rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
1983-07-09,KOMPUTEROWE SERCE,Kombi,N,0,28,"['classic russian pop', 'russian pop', 'soviet synthpop']"
1983-07-09,JEDYNY HOTEL W MIEŚCIE,Jacek Skubikowski,N,0,29,"['classic polish pop', 'polish synthpop']"
1994-07-22,SEN,Edyta Bartosiewicz,1,5,1,"['classic polish pop', 'polish alternative', 'polish pop', 'polish rock']"
1994-07-22,JA SOWA,Hey,2,3,2,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
1994-07-22,CRAZY,Aerosmith,3,8,3,"['album rock', 'classic rock', 'hard rock', 'rock']"
1994-07-22,TO NIE JA,Edyta Górniak,4,11,4,['polish pop']
1994-07-22,CRASH! BOOM! BANG!,Roxette,5,6,5,"['europop', 'new wave pop', 'soft rock', 'swedish pop']"
