,Unnamed: 0,artist_uri,genres
3332,3332,4Icvbp9RDt5aY2TWDOVDsr,"['rap', 'comedy rap', 'gangster rap', 'hip hop']"
3333,3333,7r8RF1tN2A4CiGEplkp1oP,"['r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'urban contemporary']"
3334,3334,5UloVKzUNJcjORzhhTWWiJ,['karaoke']
3335,3335,2tFN9ubMXEhdAQvdQxcsma,"['dance pop', 'post-teen pop', 'urban contemporary']"
3336,3336,2gBjLmx6zQnFGQJCAQpRgw,"['rap', 'dance pop', 'gangster rap', 'hip hop', 'pop rap', 'urban contemporary', 'southern hip hop', 'st louis rap']"
3337,3337,2mpeljBig2IXLXRAFO9AAs,['pop rock']
3338,3338,1SlB319k1toEaGunEFn6yq,"['country', 'country dawn']"
3339,3339,0u2FHSq3ln94y5Q57xazwf,"['country', 'australian country', 'australian pop', 'contemporary country', 'country road']"
3340,3340,59wfkuBoNyhDMQGCljbUbA,"['rap', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'east coast hip hop']"
3341,3341,4XlcLj6bxCnpBIOHmBpIWP,"['pop punk', 'skate punk']"
3342,3342,6sQVeggRv1AhrMzuCjhCZe,"['country', 'contemporary country', 'country dawn', 'country road']"
3343,3343,4Eqd24yS5YcxI8b6Xfuwr8,"['post-grunge', 'alternative metal', 'alternative rock', 'nu metal', 'pop rock']"
3344,3344,3qbnxnvUqR14MJ9g8QwZJK,"['country', 'contemporary country', 'country road']"
3345,3345,2VX0o9LDIVmKIgpnwdJpOJ,"['rap', 'turntablism', 'gangster rap', 'hip hop', 'hip pop', 'hardcore hip hop']"
3346,3346,4PsXktnr6Ff4jxNJeVuWcG,[]
3347,3347,6uothxMWeLWIhsGeF7cyo4,"['celtic', 'middle earth']"
3348,3348,3bGXaFVQLASmDMdjjeJr8a,"['country', 'redneck', 'contemporary country', 'country road', 'modern country rock']"
3349,3349,5wBDD4FNJvob5fAGkAIQ92,"['r&b', 'contemporary r&b', 'hip pop', 'urban contemporary']"
3350,3350,3ltFy7g6KKQPPttsdOMlq3,"['country', 'contemporary country', 'country dawn', 'country road']"
3351,3351,4sbB4Yy6Qig51pKCIKSLw3,"['r&b', 'contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3352,3352,19y5MFBH7gohEdGwKM7QsP,"['funk', 'r&b', 'soul', 'contemporary r&b', 'neo soul', 'quiet storm', 'urban contemporary']"
3353,3353,0XKOBt59crntr7HQXXO8Yz,"['country', 'contemporary country', 'country road', 'country rock']"
3354,3354,0yb46jwm7gqbZXVXZQ8Z1e,"['pop', 'modern rock', 'modern alternative rock']"
3355,3355,5rSXSAkZ67PYJSvpUpkOr7,"['boy band', 'dance pop']"
3356,3356,3XlIhgydjvC4EniPFZT20j,"['country', 'contemporary country', 'country dawn', 'country road', 'country rock']"
3357,3357,1l7ZsJRRS8wlW3WfJfPfNS,"['pop', 'dance pop', 'post-teen pop']"
3358,3358,2jw70GZXlAI8QzWeY2bgRc,"['pop', 'canadian latin', 'canadian pop', 'dance pop', 'pop rap']"
3359,3359,1zhIzONVRlTfD1VQRauHMl,"['country', 'contemporary country', 'country road', 'modern country rock']"
3360,3360,0a1gHP0HAqALbEyxaD5Ngn,"['country', 'contemporary country', 'country road']"
3361,3361,2RTUTCvo6onsAnheUk3aL9,"['post-grunge', 'alternative metal', 'nu metal', 'pop rock']"
3362,3362,25NQNriVT2YbSW80ILRWJa,"['country', 'contemporary country', 'country dawn', 'country road', 'dance pop', 'pop rock']"
3363,3363,0EyuKHE1AeE9lWUF8mzKVp,"['post-grunge', 'rock', 'alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'rap rock']"
3364,3364,1FizW0swe8ODtXvEOHXbHX,['boy band']
3365,3365,6roFdX1y5BYSbp60OTJWMd,"['country', 'contemporary country', 'country road']"
3366,3366,6AVLthptCPhfrxlHadOBJD,"['r&b', 'soul', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3367,3367,0YWxKQj2Go9CGHCp77UOyy,"['r&b', 'rap', 'trap', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'urban contemporary', 'hardcore hip hop']"
3368,3368,6gbGGM0E8Q1hE511psqxL0,"['r&b', 'pop rap', 'urban contemporary']"
3369,3369,0rG0AZBscc8S8q1ahIsasI,"['bounce', 'crunk', 'rap', 'trap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'dirty south rap', 'new orleans rap', 'southern hip hop']"
3370,3370,2yEwvVSSSUkcLeSTNyHKh8,"['rock', 'alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock']"
3371,3371,09hVIj6vWgoCDtT03h8ZCa,"['rap', 'gangster rap', 'hip hop', 'jazz rap', 'alternative hip hop', 'conscious hip hop', 'hardcore hip hop', 'queens hip hop', 'east coast hip hop', 'golden age hip hop']"
3372,3372,3AA28KZvwAUcZuOKwyblJQ,['alternative hip hop']
3373,3373,2mxe0TnaNL039ysAj51xPQ,[]
3374,3374,1XhhO2dTs2fKyhILj0aam6,"['country', 'contemporary country', 'country road', 'modern country rock']"
3375,3375,4mxWe1mtYIYfP040G38yvS,"['country', 'contemporary country', 'country road']"
3376,3376,6FBDaR13swtiWwGhX1WQsP,"['punk', 'rock', 'pop punk', 'socal pop punk']"
3377,3377,6TZdvF1kFzwnQLgHQynzsO,"['post-grunge', 'rock', 'alternative metal', 'funk metal', 'nu metal', 'rap rock']"
3378,3378,6XyY86QOPPrYVGvF9ch6wz,"['post-grunge', 'alternative metal', 'nu metal', 'rap metal']"
3379,3379,5glaXGC2Bpd4z4HsVhzhjN,['girl group']
3380,3380,1nK08sVhhZ5JnkFaRvNrmB,['milwaukee hip hop']
3381,3381,7qNB6t3DHHTEt9EplIzpdi,['karaoke']
3382,3382,7qvsLYsYP0MHD7jkdv6DAG,"['country', 'contemporary country', 'country dawn', 'country gospel', 'country road']"
3383,3383,5NDMothbpdpq2xHqSjrrWn,"['r&b', 'contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3384,3384,6Ff53KvcvAj5U7Z1vojB5o,"['boy band', 'dance pop', 'post-teen pop']"
3385,3385,1Tdrtr2WwDDde01GJllidM,"['country', 'country dawn', 'country road']"
3386,3386,738OS3zrCO782uDiUN9pet,"['country', 'contemporary country', 'country dawn', 'country road', 'country rock']"
3387,3387,4Js9eYwAf9rypNtV8pNSw9,"['crunk', 'gangster rap', 'hip pop', 'pop rap', 'dirty south rap', 'southern hip hop', 'north carolina hip hop']"
3388,3388,3Ngh2zDBRPEriyxQDAMKd1,"['post-grunge', 'neo mellow', 'pop rock']"
3389,3389,5UloVKzUNJcjORzhhTWWiJ,['karaoke']
3390,3390,7352aRY2mqSxBZwzUb6LmA,"['r&b', 'rap', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'urban contemporary', 'southern hip hop']"
3391,3391,0LhHRmSd1EYM5QdNeNnCoQ,"['eurodance', 'europop', 'trance', 'finnish edm']"
3392,3392,3UVRliakQfa1pMWIsNuiZ8,"['r&b', 'contemporary r&b', 'dance pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3393,3393,3ciRvbBIVz9fBoPbtSYq4x,"['crunk', 'rap', 'trap', 'atlanta bass', 'gangster rap', 'hip hop', 'pop rap', 'atl hip hop', 'dirty south rap', 'southern hip hop', 'old school atlanta hip hop']"
3394,3394,0urTpYCsixqZwgNTkPJOJ4,"['pop', 'r&b', 'contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop rap', 'urban contemporary']"
3395,3395,27IuDZNaLuEtupD8QZftiZ,"['eurodance', 'trance']"
3396,3396,13YmWQJFwgZrd4bf5IjMY4,"['country', 'contemporary country', 'country road']"
3397,3397,3gMaNLQm7D9MornNILzdSl,"['disco', 'adult standards', 'mellow gold', 'quiet storm', 'soft rock']"
3398,3398,4eAOcbAXIF4BmbN6E1QIlw,"['r&b', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
3399,3399,7L12TqJ0fbwtFljTbwfwRI,"['europop', 'bubblegum dance', 'dance pop']"
3400,3400,3DiDSECUqqY1AuBP8qtaIa,"['pop', 'r&b', 'hip pop', 'neo soul', 'urban contemporary']"
3401,3401,2DlGxzQSjYe5N6G9nkYghR,"['pop', 'dance pop', 'pop rap', 'urban contemporary']"
3402,3402,4qwGe91Bz9K2T8jXTZ815W,"['r&b', 'dance pop', 'hip pop', 'urban contemporary']"
3403,3403,6vytZ677lz4LzCrUDcDokM,"['r&b', 'hip pop', 'urban contemporary']"
3404,3404,4d3yvTptO48nOYTPBcPFZC,"['r&b', 'rap', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'urban contemporary']"
3405,3405,7Aq8lpLMSt1Zxu56pe9bmp,"['r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'urban contemporary', 'atl hip hop', 'southern hip hop']"
3406,3406,23zg3TcAtWQy7J6upgbUnj,"['pop', 'r&b', 'contemporary r&b', 'dance pop', 'urban contemporary', 'atl hip hop', 'south carolina hip hop']"
3407,3407,5KDIH2gF0VpelTqyQS7udb,"['post-grunge', 'rock', 'alternative metal', 'nu metal', 'pop rock', 'rap rock']"
3408,3408,3FUY2gzHeIiaesXtOAdB7A,"['pop', 'dance pop', 'neo mellow', 'pop rock']"
3409,3409,5PokPZn11xzZXyXSfnvIM3,"['post-grunge', 'alternative metal', 'neo mellow', 'pop rock']"
3410,3410,7urq0VfqxEYEEiZUkebXT4,"['r&b', 'rap', 'boy band', 'contemporary r&b', 'dance pop', 'gangster rap', 'hip pop', 'pop rap', 'urban contemporary', 'atl hip hop', 'southern hip hop']"
3411,3411,4zKhX6hYCQPNs406umP9Fx,"['boy band', 'dance pop']"
3412,3412,4uN3DsfENc7dp0OLO0FEIb,"['post-grunge', 'rock', 'alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock']"
3413,3413,3nFkdlSjzX9mRTtwJOzDYB,"['rap', 'hip hop', 'east coast hip hop']"
3414,3414,2JyWXPbkqI5ZJa3gwqVa0c,"['r&b', 'british soul', 'dance pop', 'pop rap', 'urban contemporary']"
3415,3415,3YcBF2ttyueytpXtEzn1Za,"['post-grunge', 'rock', 'alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock']"
3416,3416,0xL0ZB2mnlEi7gga3EMAbe,['karaoke']
3417,3417,1UTPBmNbXNTittyMJrNkvw,"['country', 'contemporary country', 'country road', 'oklahoma country']"
3418,3418,0LlPal5iJGcCWwZp8VefVs,['hip pop']
3419,3419,4Icvbp9RDt5aY2TWDOVDsr,"['rap', 'comedy rap', 'gangster rap', 'hip hop']"
3420,3420,53QzNeFpzAaXYnrDBbDrIp,"['disco', 'funk', 'motown', 'soul', 'classic soul', 'quiet storm']"
3421,3421,2TI7qyDE0QfyOlnbtfDo7L,"['jam band', 'neo mellow', 'pop rock']"
3422,3422,1XkoF8ryArs86LZvFOkbyr,"['r&b', 'dance pop', 'hip pop', 'neo soul', 'urban contemporary']"
3423,3423,1Y8cdNmUJH7yBTd9yOvr5i,"['pop', 'r&b', 'dance pop', 'girl group', 'hip pop', 'urban contemporary']"
3424,3424,3ipn9JLAPI5GUEo4y4jcoi,"['rap', 'trap', 'dance pop', 'hip hop', 'pop rap', 'atl hip hop', 'dirty south rap', 'southern hip hop', 'old school atlanta hip hop']"
3425,3425,12FHARd9fY0Tu0ila4Ua25,"['crunk', 'rap', 'trap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'dirty south rap', 'miami hip hop', 'southern hip hop']"
3426,3426,0kuEP1E9k3WBEwMKwEmp9u,['post-teen pop']
3427,3427,2iEvnFsWxR0Syqu2JNopAd,"['alternative rock', 'pop rock']"
3428,3428,2DnqqkzzDKm3vAoyHtn8So,"['country', 'country road', 'pop rock']"
3429,3429,7r8RF1tN2A4CiGEplkp1oP,"['r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'urban contemporary']"
3430,3430,7oBJEgh7PQKJuxXb1lUEKA,"['ninja', 'turntablism', 'big beat', 'trip hop']"
3431,3431,2bA6fzP0lMAQ4kz6CF61w8,"['country', 'contemporary country', 'country road', 'oklahoma country']"
3432,3432,5Qi4Bb7a8C0a00NZcA77L0,"['rap', 'gangster rap', 'hip hop', 'pop rap', 'detroit hip hop']"
3433,3433,59wfkuBoNyhDMQGCljbUbA,"['rap', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'east coast hip hop']"
3434,3434,0u2FHSq3ln94y5Q57xazwf,"['country', 'australian country', 'australian pop', 'contemporary country', 'country road']"
3435,3435,6uothxMWeLWIhsGeF7cyo4,"['celtic', 'middle earth']"
3436,3436,2tFN9ubMXEhdAQvdQxcsma,"['dance pop', 'post-teen pop', 'urban contemporary']"
3437,3437,1SlB319k1toEaGunEFn6yq,"['country', 'country dawn']"
3438,3438,4Eqd24yS5YcxI8b6Xfuwr8,"['post-grunge', 'alternative metal', 'alternative rock', 'nu metal', 'pop rock']"
3439,3439,2gBjLmx6zQnFGQJCAQpRgw,"['rap', 'dance pop', 'gangster rap', 'hip hop', 'pop rap', 'urban contemporary', 'southern hip hop', 'st louis rap']"
3440,3440,2mpeljBig2IXLXRAFO9AAs,['pop rock']
3441,3441,3qbnxnvUqR14MJ9g8QwZJK,"['country', 'contemporary country', 'country road']"
3442,3442,4XlcLj6bxCnpBIOHmBpIWP,"['pop punk', 'skate punk']"
3443,3443,6sQVeggRv1AhrMzuCjhCZe,"['country', 'contemporary country', 'country dawn', 'country road']"
3444,3444,0XKOBt59crntr7HQXXO8Yz,"['country', 'contemporary country', 'country road', 'country rock']"
3445,3445,3ltFy7g6KKQPPttsdOMlq3,"['country', 'contemporary country', 'country dawn', 'country road']"
3446,3446,5UloVKzUNJcjORzhhTWWiJ,['karaoke']
3447,3447,2jw70GZXlAI8QzWeY2bgRc,"['pop', 'canadian latin', 'canadian pop', 'dance pop', 'pop rap']"
3448,3448,4iHNK0tOyZPYnBU7nGAgpQ,"['pop', 'dance pop', 'urban contemporary']"
3449,3449,2VX0o9LDIVmKIgpnwdJpOJ,"['rap', 'turntablism', 'gangster rap', 'hip hop', 'hip pop', 'hardcore hip hop']"
3450,3450,1FizW0swe8ODtXvEOHXbHX,['boy band']
3451,3451,3XlIhgydjvC4EniPFZT20j,"['country', 'contemporary country', 'country dawn', 'country road', 'country rock']"
3452,3452,0YWxKQj2Go9CGHCp77UOyy,"['r&b', 'rap', 'trap', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'urban contemporary', 'hardcore hip hop']"
3453,3453,6roFdX1y5BYSbp60OTJWMd,"['country', 'contemporary country', 'country road']"
3454,3454,2RTUTCvo6onsAnheUk3aL9,"['post-grunge', 'alternative metal', 'nu metal', 'pop rock']"
3455,3455,0yb46jwm7gqbZXVXZQ8Z1e,"['pop', 'modern rock', 'modern alternative rock']"
3456,3456,4PsXktnr6Ff4jxNJeVuWcG,[]
3457,3457,4sbB4Yy6Qig51pKCIKSLw3,"['r&b', 'contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3458,3458,2mxe0TnaNL039ysAj51xPQ,[]
3459,3459,6AVLthptCPhfrxlHadOBJD,"['r&b', 'soul', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3460,3460,0a1gHP0HAqALbEyxaD5Ngn,"['country', 'contemporary country', 'country road']"
3461,3461,5rScKX1Sh1U67meeUyTGwk,"['lilith', 'candy pop', 'dance pop', 'neo mellow', 'pop rock', 'post-teen pop']"
3462,3462,1zhIzONVRlTfD1VQRauHMl,"['country', 'contemporary country', 'country road', 'modern country rock']"
3463,3463,25NQNriVT2YbSW80ILRWJa,"['country', 'contemporary country', 'country dawn', 'country road', 'dance pop', 'pop rock']"
3464,3464,5rSXSAkZ67PYJSvpUpkOr7,"['boy band', 'dance pop']"
3465,3465,0rG0AZBscc8S8q1ahIsasI,"['bounce', 'crunk', 'rap', 'trap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'dirty south rap', 'new orleans rap', 'southern hip hop']"
3466,3466,0EyuKHE1AeE9lWUF8mzKVp,"['post-grunge', 'rock', 'alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'rap rock']"
3467,3467,09hVIj6vWgoCDtT03h8ZCa,"['rap', 'gangster rap', 'hip hop', 'jazz rap', 'alternative hip hop', 'conscious hip hop', 'hardcore hip hop', 'queens hip hop', 'east coast hip hop', 'golden age hip hop']"
3468,3468,7FgMLbnZVrEnir95O0YujA,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']"
3469,3469,3AA28KZvwAUcZuOKwyblJQ,['alternative hip hop']
3470,3470,4mxWe1mtYIYfP040G38yvS,"['country', 'contemporary country', 'country road']"
3471,3471,6TZdvF1kFzwnQLgHQynzsO,"['post-grunge', 'rock', 'alternative metal', 'funk metal', 'nu metal', 'rap rock']"
3472,3472,2yEwvVSSSUkcLeSTNyHKh8,"['rock', 'alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock']"
3473,3473,1XhhO2dTs2fKyhILj0aam6,"['country', 'contemporary country', 'country road', 'modern country rock']"
3474,3474,0qT79UgT5tY4yudH9VfsdT,"['punk', 'rock', 'canadian punk', 'canadian pop punk']"
3475,3475,6gbGGM0E8Q1hE511psqxL0,"['r&b', 'pop rap', 'urban contemporary']"
3476,3476,19y5MFBH7gohEdGwKM7QsP,"['funk', 'r&b', 'soul', 'contemporary r&b', 'neo soul', 'quiet storm', 'urban contemporary']"
3477,3477,1J2VVASYAamtQ3Bt8wGgA6,"['rap', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'urban contemporary', 'queens hip hop', 'east coast hip hop']"
3478,3478,7qNB6t3DHHTEt9EplIzpdi,['karaoke']
3479,3479,4Js9eYwAf9rypNtV8pNSw9,"['crunk', 'gangster rap', 'hip pop', 'pop rap', 'dirty south rap', 'southern hip hop', 'north carolina hip hop']"
3480,3480,6FBDaR13swtiWwGhX1WQsP,"['punk', 'rock', 'pop punk', 'socal pop punk']"
3481,3481,7qvsLYsYP0MHD7jkdv6DAG,"['country', 'contemporary country', 'country dawn', 'country gospel', 'country road']"
3482,3482,6XyY86QOPPrYVGvF9ch6wz,"['post-grunge', 'alternative metal', 'nu metal', 'rap metal']"
3483,3483,1nK08sVhhZ5JnkFaRvNrmB,['milwaukee hip hop']
3484,3484,1Tdrtr2WwDDde01GJllidM,"['country', 'country dawn', 'country road']"
3485,3485,5glaXGC2Bpd4z4HsVhzhjN,['girl group']
3486,3486,5NDMothbpdpq2xHqSjrrWn,"['r&b', 'contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3487,3487,3UVRliakQfa1pMWIsNuiZ8,"['r&b', 'contemporary r&b', 'dance pop', 'neo soul', 'quiet storm', 'urban contemporary']"
3488,3488,3Ngh2zDBRPEriyxQDAMKd1,"['post-grunge', 'neo mellow', 'pop rock']"
3489,3489,6Ff53KvcvAj5U7Z1vojB5o,"['boy band', 'dance pop', 'post-teen pop']"
3490,3490,738OS3zrCO782uDiUN9pet,"['country', 'contemporary country', 'country dawn', 'country road', 'country rock']"
3491,3491,4eAOcbAXIF4BmbN6E1QIlw,"['r&b', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
3492,3492,27IuDZNaLuEtupD8QZftiZ,"['eurodance', 'trance']"
3493,3493,3ciRvbBIVz9fBoPbtSYq4x,"['crunk', 'rap', 'trap', 'atlanta bass', 'gangster rap', 'hip hop', 'pop rap', 'atl hip hop', 'dirty south rap', 'southern hip hop', 'old school atlanta hip hop']"
3494,3494,0LhHRmSd1EYM5QdNeNnCoQ,"['eurodance', 'europop', 'trance', 'finnish edm']"
3495,3495,5UloVKzUNJcjORzhhTWWiJ,['karaoke']
3496,3496,3gMaNLQm7D9MornNILzdSl,"['disco', 'adult standards', 'mellow gold', 'quiet storm', 'soft rock']"
3497,3497,3RPYHNSwe3w0mtfJwKIN9P,"['redneck', 'country rap', 'pop rap', 'atl hip hop', 'dirty south rap', 'southern hip hop']"
3498,3498,7L12TqJ0fbwtFljTbwfwRI,"['europop', 'bubblegum dance', 'dance pop']"
3499,3499,7352aRY2mqSxBZwzUb6LmA,"['r&b', 'rap', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'urban contemporary', 'southern hip hop']"
3500,3500,2DlGxzQSjYe5N6G9nkYghR,"['pop', 'dance pop', 'pop rap', 'urban contemporary']"
3501,3501,3DiDSECUqqY1AuBP8qtaIa,"['pop', 'r&b', 'hip pop', 'neo soul', 'urban contemporary']"
3502,3502,4qwGe91Bz9K2T8jXTZ815W,"['r&b', 'dance pop', 'hip pop', 'urban contemporary']"
3503,3503,6vytZ677lz4LzCrUDcDokM,"['r&b', 'hip pop', 'urban contemporary']"
3504,3504,4d3yvTptO48nOYTPBcPFZC,"['r&b', 'rap', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'urban contemporary']"
3505,3505,7Aq8lpLMSt1Zxu56pe9bmp,"['r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'urban contemporary', 'atl hip hop', 'southern hip hop']"
3506,3506,23zg3TcAtWQy7J6upgbUnj,"['pop', 'r&b', 'contemporary r&b', 'dance pop', 'urban contemporary', 'atl hip hop', 'south carolina hip hop']"
3507,3507,5KDIH2gF0VpelTqyQS7udb,"['post-grunge', 'rock', 'alternative metal', 'nu metal', 'pop rock', 'rap rock']"
3508,3508,3FUY2gzHeIiaesXtOAdB7A,"['pop', 'dance pop', 'neo mellow', 'pop rock']"
3509,3509,5PokPZn11xzZXyXSfnvIM3,"['post-grunge', 'alternative metal', 'neo mellow', 'pop rock']"
3510,3510,4zKhX6hYCQPNs406umP9Fx,"['boy band', 'dance pop']"
3511,3511,7urq0VfqxEYEEiZUkebXT4,"['r&b', 'rap', 'boy band', 'contemporary r&b', 'dance pop', 'gangster rap', 'hip pop', 'pop rap', 'urban contemporary', 'atl hip hop', 'southern hip hop']"
3512,3512,4Icvbp9RDt5aY2TWDOVDsr,"['rap', 'comedy rap', 'gangster rap', 'hip hop']"
3513,3513,3nFkdlSjzX9mRTtwJOzDYB,"['rap', 'hip hop', 'east coast hip hop']"
3514,3514,4uN3DsfENc7dp0OLO0FEIb,"['post-grunge', 'rock', 'alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock']"
3515,3515,0xL0ZB2mnlEi7gga3EMAbe,['karaoke']
3516,3516,2JyWXPbkqI5ZJa3gwqVa0c,"['r&b', 'british soul', 'dance pop', 'pop rap', 'urban contemporary']"
3517,3517,1XkoF8ryArs86LZvFOkbyr,"['r&b', 'dance pop', 'hip pop', 'neo soul', 'urban contemporary']"
3518,3518,53QzNeFpzAaXYnrDBbDrIp,"['disco', 'funk', 'motown', 'soul', 'classic soul', 'quiet storm']"
3519,3519,3YcBF2ttyueytpXtEzn1Za,"['post-grunge', 'rock', 'alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock']"
3520,3520,1UTPBmNbXNTittyMJrNkvw,"['country', 'contemporary country', 'country road', 'oklahoma country']"
3521,3521,2TI7qyDE0QfyOlnbtfDo7L,"['jam band', 'neo mellow', 'pop rock']"
3522,3522,12FHARd9fY0Tu0ila4Ua25,"['crunk', 'rap', 'trap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'dirty south rap', 'miami hip hop', 'southern hip hop']"
3523,3523,3ipn9JLAPI5GUEo4y4jcoi,"['rap', 'trap', 'dance pop', 'hip hop', 'pop rap', 'atl hip hop', 'dirty south rap', 'southern hip hop', 'old school atlanta hip hop']"
3524,3524,7r8RF1tN2A4CiGEplkp1oP,"['r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'urban contemporary']"
3525,3525,0LlPal5iJGcCWwZp8VefVs,['hip pop']
3526,3526,2iEvnFsWxR0Syqu2JNopAd,"['alternative rock', 'pop rock']"
3527,3527,2bA6fzP0lMAQ4kz6CF61w8,"['country', 'contemporary country', 'country road', 'oklahoma country']"
3528,3528,2DnqqkzzDKm3vAoyHtn8So,"['country', 'country road', 'pop rock']"
3529,3529,0kuEP1E9k3WBEwMKwEmp9u,['post-teen pop']
3530,3530,7oBJEgh7PQKJuxXb1lUEKA,"['ninja', 'turntablism', 'big beat', 'trip hop']"
3531,3531,6uothxMWeLWIhsGeF7cyo4,"['celtic', 'middle earth']"
3532,3532,59wfkuBoNyhDMQGCljbUbA,"['rap', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'east coast hip hop']"
3533,3533,3fMbdgg4jU18AjLCKBhRSm,"['pop', 'r&b', 'soul']"
3534,3534,0u2FHSq3ln94y5Q57xazwf,"['country', 'australian country', 'australian pop', 'contemporary country', 'country road']"
3535,3535,1SlB319k1toEaGunEFn6yq,"['country', 'country dawn']"
3536,3536,1Y8cdNmUJH7yBTd9yOvr5i,"['pop', 'r&b', 'dance pop', 'girl group', 'hip pop', 'urban contemporary']"
3537,3537,4Eqd24yS5YcxI8b6Xfuwr8,"['post-grunge', 'alternative metal', 'alternative rock', 'nu metal', 'pop rock']"
3538,3538,2gBjLmx6zQnFGQJCAQpRgw,"['rap', 'dance pop', 'gangster rap', 'hip hop', 'pop rap', 'urban contemporary', 'southern hip hop', 'st louis rap']"
3539,3539,5Qi4Bb7a8C0a00NZcA77L0,"['rap', 'gangster rap', 'hip hop', 'pop rap', 'detroit hip hop']"
3540,3540,3qbnxnvUqR14MJ9g8QwZJK,"['country', 'contemporary country', 'country road']"
3541,3541,2jw70GZXlAI8QzWeY2bgRc,"['pop', 'canadian latin', 'canadian pop', 'dance pop', 'pop rap']"
3542,3542,2mpeljBig2IXLXRAFO9AAs,['pop rock']
3543,3543,0XKOBt59crntr7HQXXO8Yz,"['country', 'contemporary country', 'country road', 'country rock']"
3544,3544,3XlIhgydjvC4EniPFZT20j,"['country', 'contemporary country', 'country dawn', 'country road', 'country rock']"
3545,3545,6roFdX1y5BYSbp60OTJWMd,"['country', 'contemporary country', 'country road']"
3546,3546,1FizW0swe8ODtXvEOHXbHX,['boy band']
3547,3547,2RTUTCvo6onsAnheUk3aL9,"['post-grunge', 'alternative metal', 'nu metal', 'pop rock']"
3548,3548,4XlcLj6bxCnpBIOHmBpIWP,"['pop punk', 'skate punk']"
3549,3549,0YWxKQj2Go9CGHCp77UOyy,"['r&b', 'rap', 'trap', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'urban contemporary', 'hardcore hip hop']"
3550,3550,6sQVeggRv1AhrMzuCjhCZe,"['country', 'contemporary country', 'country dawn', 'country road']"
3551,3551,5rScKX1Sh1U67meeUyTGwk,"['lilith', 'candy pop', 'dance pop', 'neo mellow', 'pop rock', 'post-teen pop']"
3552,3552,2mxe0TnaNL039ysAj51xPQ,[]
3553,3553,2tFN9ubMXEhdAQvdQxcsma,"['dance pop', 'post-teen pop', 'urban contemporary']"
3554,3554,0yb46jwm7gqbZXVXZQ8Z1e,"['pop', 'modern rock', 'modern alternative rock']"
3555,3555,4mxWe1mtYIYfP040G38yvS,"['country', 'contemporary country', 'country road']"
3556,3556,0urTpYCsixqZwgNTkPJOJ4,"['pop', 'r&b', 'contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop rap', 'urban contemporary']"
